,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
covariance,236.7912124022022,256.07972326861767,266.7919097277293,272.7606566212693,272.4637814639673,258.23896513088,268.7705086695236,265.9211126726551,250.14337534927776,230.724562673362,188.41896300589215,163.72028762886603,114.42439994124558,91.22291221252972,78.6339159079016,78.12909593150087,69.91457427135678,71.16656708200522,73.56455867454622,84.40733003400848,119.7206207260447,136.42105560028412,173.28713575775134,204.9331286762965
correlation,0.8486057852670418,0.8654834148709624,0.8565299273071614,0.857444763075723,0.841218283440905,0.8314277353432368,0.8809518444693912,0.8755889637291123,0.8642283581001342,0.8695543293190289,0.837609447357999,0.8517940532350625,0.7831273492749266,0.7393927806061444,0.705463548177004,0.7505690232830231,0.6751536881879086,0.6626999357897049,0.6599424703242568,0.650356313603097,0.7257890387486364,0.7043988809794021,0.8241793725457683,0.8168956658101226
error_rate,102.61629778233669,102.95782913823915,102.92994843593583,104.88770757079125,102.80536620961388,105.46429719848068,101.6992642014043,106.3408658918018,84.02200890117709,64.2031841133177,62.7058237430609,61.021615245861014,60.615360938979386,57.54183640153574,57.0621111959259,58.021705865407306,56.943746317208095,57.35262732285961,65.89176276565665,78.23209992185065,78.39609359268714,88.68735864479983,93.40443259739459,97.79790636430576
R2,0.7201317787886924,0.7490615414167028,0.7336435163728104,0.7352115217259826,0.7076482003952628,0.691272079097983,0.7760761522740213,0.7666560334042204,0.7468906549444528,0.7561247316374663,0.7015895863033729,0.7255531091266162,0.613288445182373,0.5467016840124861,0.4976788178064872,0.5633538587120305,0.4558325026737361,0.43917120489567896,0.4355240641376827,0.42296333464341024,0.5267697287676694,0.4961777835250335,0.6792716381299366,0.6673185288193637
MSE,695.1007290098039,736.2918834117647,776.8695547025642,784.1167880098039,775.8228352524753,815.0948919313726,798.5585781435644,739.7409546421568,516.5672897330097,368.12554095121953,312.6400063627451,236.61489959999997,221.5490793027027,182.72469352820514,184.07559190816323,160.39849142708331,150.893032705,186.96138989215686,264.5483989178744,336.92148701507534,407.4171583526571,504.3968626601942,571.4188957058823,667.1446219611652
RMSE,26.364763018275053,27.134698881906996,27.87237978182997,28.002085422514586,27.853596450951812,28.549866758557254,28.258778780116533,27.198179252335198,22.72811672209138,19.186597951466528,17.681629064165584,15.38229175383174,14.884524826231528,13.517569808519767,13.56744603483512,12.664852601869605,12.2838525188558,13.673382532941762,16.264943864578026,18.355421188713578,20.184577239879392,22.45878141529932,23.90436980357111,25.829142880884863
MAE,22.933519607843138,23.760137254901956,24.180897435897435,24.30183333333333,24.33620297029703,24.890911764705887,24.695074257425745,23.93395588235294,19.831800970873786,16.628834146341465,15.28741176470588,13.489179487179486,13.020372972972973,11.232194871794873,11.299357142857144,10.760656250000002,10.358055,11.571333333333332,13.91183574879227,15.571618090452262,16.803202898550726,19.06535922330097,20.398480392156866,21.947533980582527
