,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
covariance,4.506415932870611,2.940280257400857,4.705243456454199,2.996941083193149,4.229307085108602,4.15536013070919,5.252179496087429,2.2483078163849783,1.099004783786564,0.022782339707537607,2.592289592760177,-1.3213701219512213,-9.289589473684213,2.6075196078431295,-20.219964285714322,0.0
correlation,0.5318420079629905,0.20167311492302714,0.25935539460014967,0.15790942950851566,0.19531736401652433,0.1898793395732757,0.18948214291197682,0.08501546843175019,0.04002156499858818,0.0007452646410909654,0.07780391869861264,-0.04177337789716649,-0.28556297593038155,0.07880410460888225,-0.6305159356976252,
error_rate,34.462431730204145,63.86234031688278,73.5489808931756,82.66284873537407,80.3604762267685,82.43744206073167,88.75905746928755,86.84271148414489,93.38403732280499,99.18670806941708,115.76504968855346,123.34982630764867,128.4369552674732,137.13059547514132,160.67685512842036,139.84126984126982
R2,0.28285592143410593,0.04067204528275634,0.0672652207081992,0.02493538792770479,0.03814887268636345,0.03605416359678334,0.03590348248251482,0.007227629872669897,0.0016017256649362174,5.554193852604833e-07,0.006053449764860317,0.0017450151009394852,0.08154621322221567,0.00621008690320767,0.397550345168652,
MSE,17.006055888324873,37.87512131859756,106.08544429204204,227.09117260809649,373.8257066196062,567.8226450049423,876.8892307284403,1140.311253162465,1559.9650884504133,2142.0855907795276,2956.5080940576927,3892.8104396585372,4700.425577800001,5816.774556944444,7641.748074125,7761.859999999999
RMSE,4.12383994455712,6.1542766689999855,10.299778846754043,15.069544538840464,19.33457283261273,23.829029459987293,29.612315524599563,33.76849497923271,39.49639336003242,46.28267052342083,54.3737813110114,62.39239087948575,68.55964977886046,76.26778190654586,87.41709257419284,88.10141883079976
MAE,3.2721827411167514,5.06263262195122,9.0151509009009,13.591141257536608,18.065838709677415,22.60513014827018,28.381157798165138,32.44381232492997,38.23471487603305,45.00233858267716,53.12263461538463,61.37424390243903,67.3872,75.56727777777778,86.548625,88.1
