EPA_PM2.5,time_hourly,PM2.5,Temperature,Humidity,HR,device_id
3.000,2019-09-03 04:00:00,3.100,27.598,65.300,4,08BEAC0286CE
4.000,2019-09-03 05:00:00,2.100,26.648,70.500,5,08BEAC028A4E
4.000,2019-09-03 05:00:00,1.600,27.334,66.300,5,08BEAC0286CE
2.000,2019-09-03 07:00:00,2.300,30.205,60.100,7,08BEAC028A4E
2.000,2019-09-03 07:00:00,2.300,31.205,58.600,7,08BEAC0286CE
9.000,2019-09-03 08:00:00,3.125,30.600,59.375,8,08BEAC028A4E
9.000,2019-09-03 08:00:00,2.889,31.768,56.667,8,08BEAC0286CE
12.000,2019-09-03 09:00:00,2.500,31.227,57.200,9,08BEAC028A4E
12.000,2019-09-03 09:00:00,2.000,32.680,54.000,9,08BEAC0286CE
11.000,2019-09-03 10:00:00,1.600,31.030,56.900,10,08BEAC028A4E
11.000,2019-09-03 10:00:00,1.500,32.683,52.800,10,08BEAC0286CE
9.000,2019-09-03 11:00:00,1.000,31.802,54.000,11,08BEAC028A4E
9.000,2019-09-03 11:00:00,0.500,33.588,50.500,11,08BEAC0286CE
5.000,2019-09-03 12:00:00,0.800,31.555,54.700,12,08BEAC028A4E
5.000,2019-09-03 12:00:00,0.100,33.727,49.800,12,08BEAC0286CE
4.000,2019-09-03 13:00:00,0.800,31.572,53.800,13,08BEAC028A4E
4.000,2019-09-03 13:00:00,0.500,33.555,49.100,13,08BEAC0286CE
7.000,2019-09-03 14:00:00,2.333,31.814,53.556,14,08BEAC028A4E
7.000,2019-09-03 14:00:00,1.500,34.055,48.600,14,08BEAC0286CE
8.000,2019-09-03 15:00:00,1.556,31.910,54.000,15,08BEAC028A4E
8.000,2019-09-03 15:00:00,1.000,34.434,48.111,15,08BEAC0286CE
7.000,2019-09-03 16:00:00,1.800,29.702,59.900,16,08BEAC028A4E
7.000,2019-09-03 16:00:00,1.200,31.608,52.800,16,08BEAC0286CE
3.000,2019-09-03 17:00:00,1.300,28.405,64.800,17,08BEAC028A4E
3.000,2019-09-03 17:00:00,0.800,30.008,57.400,17,08BEAC0286CE
4.000,2019-09-03 18:00:00,1.400,27.810,66.300,18,08BEAC028A4E
4.000,2019-09-03 18:00:00,1.100,28.536,61.500,18,08BEAC0286CE
5.000,2019-09-03 19:00:00,1.700,27.297,69.400,19,08BEAC028A4E
5.000,2019-09-03 19:00:00,1.100,28.009,64.100,19,08BEAC0286CE
5.000,2019-09-03 20:00:00,1.500,27.360,68.900,20,08BEAC028A4E
5.000,2019-09-03 20:00:00,0.889,28.047,64.333,20,08BEAC0286CE
9.000,2019-09-03 21:00:00,3.222,27.247,69.333,21,08BEAC028A4E
9.000,2019-09-03 21:00:00,3.111,27.971,65.111,21,08BEAC0286CE
9.000,2019-09-03 22:00:00,1.900,26.946,71.000,22,08BEAC028A4E
9.000,2019-09-03 22:00:00,1.000,27.635,66.400,22,08BEAC0286CE
6.000,2019-09-03 23:00:00,1.600,26.747,73.600,23,08BEAC028A4E
6.000,2019-09-03 23:00:00,1.000,27.436,68.300,23,08BEAC0286CE
4.000,2019-09-04 00:00:00,1.800,26.310,76.600,0,08BEAC028A4E
4.000,2019-09-04 00:00:00,1.100,27.009,70.900,0,08BEAC0286CE
5.000,2019-09-04 01:00:00,1.700,26.073,77.600,1,08BEAC028A4E
5.000,2019-09-04 01:00:00,1.333,26.831,72.111,1,08BEAC0286CE
4.000,2019-09-04 02:00:00,2.200,25.885,79.400,2,08BEAC028A4E
4.000,2019-09-04 02:00:00,1.700,26.610,73.000,2,08BEAC0286CE
6.000,2019-09-04 04:00:00,1.222,25.872,79.444,4,08BEAC028A4E
6.000,2019-09-04 04:00:00,0.889,26.609,73.778,4,08BEAC0286CE
6.000,2019-09-04 05:00:00,1.000,25.497,79.400,5,08BEAC028A4E
6.000,2019-09-04 05:00:00,0.900,26.247,74.000,5,08BEAC0286CE
4.000,2019-09-04 06:00:00,1.200,26.173,76.300,6,08BEAC028A4E
4.000,2019-09-04 06:00:00,0.800,26.860,72.300,6,08BEAC0286CE
4.000,2019-09-04 07:00:00,2.000,26.607,75.556,7,08BEAC028A4E
4.000,2019-09-04 07:00:00,1.444,27.637,71.000,7,08BEAC0286CE
4.000,2019-09-04 08:00:00,2.800,29.896,67.400,8,08BEAC028A4E
4.000,2019-09-04 08:00:00,2.500,30.980,64.200,8,08BEAC0286CE
5.000,2019-09-04 09:00:00,6.100,26.136,82.400,9,08BEAC028A4E
5.000,2019-09-04 09:00:00,5.100,27.520,73.700,9,08BEAC0286CE
7.000,2019-09-04 10:00:00,3.444,24.913,86.556,10,08BEAC028A4E
7.000,2019-09-04 10:00:00,2.889,25.831,80.556,10,08BEAC0286CE
9.000,2019-09-04 12:00:00,5.700,28.082,74.900,12,08BEAC028A4E
9.000,2019-09-04 12:00:00,4.700,29.123,70.600,12,08BEAC0286CE
8.000,2019-09-04 13:00:00,3.900,25.435,88.000,13,08BEAC028A4E
8.000,2019-09-04 13:00:00,3.200,26.497,77.600,13,08BEAC0286CE
6.000,2019-09-04 14:00:00,3.600,25.434,88.600,14,08BEAC028A4E
6.000,2019-09-04 14:00:00,2.900,26.110,82.100,14,08BEAC0286CE
4.000,2019-09-04 15:00:00,4.000,23.947,94.600,15,08BEAC028A4E
4.000,2019-09-04 15:00:00,3.800,24.947,85.100,15,08BEAC0286CE
6.000,2019-09-04 17:00:00,12.900,25.560,86.900,17,08BEAC028A4E
